"CALLERTYPE","CITY","DATECANCELLED","DATEINVTDONE","DATETIMECLOSED","DATETIMEINIT","DESCRIPTION","EXPLANATION","GROUP","NEIGHBORHOOD","PLAIN_ENGLISH_NAME_FOR_PROBLEMCODE","PRJCOMPLETEDATE","PROBADDRESS","PROBADDTYPE","PROBLEMCODE","PROBZIP","REQUESTID","SRX","SRY","STATUS","SUBMITTO","WARD"
"PHONE","","","2009-04-29 00:00:00.0","2010-08-30 08:45:51.0","2009-02-24 14:36:31.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","52","Inspect city tree","2013-05-28 00:00:00.0","5236 LEXINGTON","B","Inspect City Tree","","20213","889121.00000000","1035435.00000000","CLOSED","FORESTRY,","01"
"","St. Louis","","2009-02-27 00:00:00.0","2009-03-03 15:34:26.0","2009-02-24 16:08:03.0","Containr damaged","If you have a roll-out container, please leave it in the street until a Refuse maintenance crew comes to make repairs.","Graffiti","15","Container is damaged/has graffiti","2009-03-04 00:00:00.0","4246 JUNIATA ST","B","Containr damaged","","20267","888815.00000000","1008173.00000000","CLOSED","REFUSE,","10"
"","St. Louis","","2009-02-27 00:00:00.0","2009-03-03 15:34:26.0","2009-02-24 16:08:03.0","Containr damaged","If you have a roll-out container, please leave it in the street until a Refuse maintenance crew comes to make repairs.","Graffiti","15","Container is damaged/has graffiti","2009-03-04 00:00:00.0","4246 JUNIATA ST","B","Containr damaged","","20267","888815.00000000","1008173.00000000","CLOSED","REFUSE,","10"
"","","","2009-03-06 00:00:00.0","2009-03-06 16:28:00.0","2009-02-24 16:29:56.0","Vacant Building, Unsecured","","Prpty Insp Exterior","66","Vacant building needs to be boarded up","2009-03-16 00:00:00.0","4420 N 20TH","B","Vacnt Bldg Unsecured","","20297","903786.00000000","1032680.00000000","CLOSED","BUILDING DIV,","03"
"","St. Louis","","2009-02-25 00:00:00.0","2009-03-03 15:16:33.0","2009-02-25 09:27:37.0","Property Damage-REF","","Legal Claims","15","Claims Investigation","2009-03-02 00:00:00.0","4315 FYLER AV","B","Property Damage-REF","","20360","888064.00000000","1007035.00000000","CLOSED","REFUSE,","10"
"","St. Louis","","2009-03-03 00:00:00.0","2009-03-05 09:35:39.0","2009-02-25 14:44:46.0","Move cont/debrs dump","","Trash/Debris","50","Request to have trash/yard waste/recycling container moved.","2009-03-02 00:00:00.0","5381 PATTON AVE","B","Move cont/debrs dump","63112","20547","886153.00000000","1032513.00000000","CLOSED","REFUSE,","26"
"","St. Louis","","2009-09-01 00:00:00.0","2009-09-01 15:19:51.0","2009-02-27 15:31:42.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","27","Inspect city tree","2009-03-19 00:00:00.0","4056 BOTANICAL AV","B","Inspect City Tree","","21181","891348.00000000","1010838.00000000","CLOSED","FORESTRY,","08"
"","St. Louis","","2009-09-01 00:00:00.0","2009-09-01 15:19:51.0","2009-02-27 15:31:42.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","27","Inspect city tree","2009-03-19 00:00:00.0","4056 BOTANICAL AV","B","Inspect City Tree","","21181","891348.00000000","1010838.00000000","CLOSED","FORESTRY,","08"
"","","","2009-04-14 00:00:00.0","2012-01-04 08:36:26.0","2009-02-27 16:00:02.0","Derelict Vehicle - Private Property","","Vehicles","76","Derelict vehicle on private property","2009-03-30 00:00:00.0","5740 ACME","B","Derelict-Privt Ppty","","21198","889745.00000000","1048418.00000000","CLOSED","NST,","27"
"","","","2009-04-14 00:00:00.0","2012-01-04 08:36:26.0","2009-02-27 16:00:02.0","Derelict Vehicle - Private Property","","Vehicles","76","Derelict vehicle on private property","2009-03-30 00:00:00.0","5740 ACME","B","Derelict-Privt Ppty","","21198","889745.00000000","1048418.00000000","CLOSED","NST,","27"
"","","","2009-03-04 00:00:00.0","2009-03-04 07:26:23.0","2009-03-02 15:30:18.0","Enforce Ordinace","","Animals","59","Pet owner is not complying with animal laws","2009-03-20 00:00:00.0","3833 ST LOUIS AVENUE","B","Enforce Ordinace","","21552","898658.00000000","1028524.00000000","CLOSED","ANIMAL CARE,","03"
"","","","2022-03-05 18:15:36.957","2022-03-05 18:15:36.957","2009-03-03 09:04:00.0","Enforce Ordinace","","Animals","50","Pet owner is not complying with animal laws","2009-03-12 00:00:00.0","5660 KENNERLY","B","Enforce Ordinace","","21656","884685.00000000","1034979.00000000","CLOSED","ANIMAL CARE,","22"
"","","","2009-04-14 00:00:00.0","2009-04-14 12:01:09.0","2009-03-03 09:34:38.0","Derelict Vehicle - Right of Way","","Vehicles","73","Derelict vehicle in the street","2009-03-23 00:00:00.0","5955 PARK","B","Derelict-Rt of Way","","21688","891896.00000000","1048588.00000000","CLOSED","NST,","27"
"","St. Louis","","2022-03-05 18:16:04.88","2022-03-05 18:16:04.88","2009-03-03 14:26:23.0","Enforce Ordinace","","Animals","15","Pet owner is not complying with animal laws","2009-03-12 00:00:00.0","3721 PHILLIPS PL","B","Enforce Ordinace","","21815","892442.00000000","1003714.00000000","CLOSED","ANIMAL CARE,","15"
"DEPT_REF","","","2009-05-08 00:00:00.0","2009-05-08 15:18:35.0","2009-03-04 07:34:20.0","Requires Citizen Name & Number","","NSO Initiatives","78","NSO Block Request","2009-04-15 00:00:00.0","PAGE & MONTCLAIRE","A","NSO Block Request","","21875","883375.00000000","1030883.00000000","CLOSED","NST,","26"
"","","","2022-03-05 18:16:40.63","2022-03-05 18:16:40.63","2009-03-05 12:19:14.0","IF >5, NOTIFY ACC BY PHONE","test3","Animals","02","Stray animal in the area.","2009-03-16 00:00:00.0","8100 POLK","B","Stray Animal","","22301","889144.00000000","985769.00000000","CLOSED","ANIMAL CARE,","11"
"","St. Louis","","2009-09-01 00:00:00.0","2009-09-01 15:20:21.0","2009-03-05 14:38:59.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","04","Inspect city tree","2009-03-25 00:00:00.0","6828 WANDA AV","B","Inspect City Tree","","22356","883348.00000000","995430.00000000","CLOSED","FORESTRY,","12"
"","","","2009-03-13 00:00:00.0","2009-09-01 15:20:23.0","2009-03-05 15:00:28.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","01","Inspect city tree","2009-03-25 00:00:00.0","5401 ALABAMA","B","Inspect City Tree","","22363","892289.00000000","995661.00000000","CLOSED","FORESTRY,","13"
"","St. Louis","","2022-03-05 18:17:33.757","2022-03-05 18:17:33.757","2009-03-06 08:15:53.0","IF >5, NOTIFY ACC BY PHONE","test3","Animals","08","Stray animal in the area.","2009-03-17 00:00:00.0","6511 MURDOCH AV","B","Stray Animal","","22433","876216.00000000","1003432.00000000","CLOSED","ANIMAL CARE,","16"
"WEB","","","2009-05-05 00:00:00.0","2009-05-05 09:36:45.0","2009-03-06 08:23:01.0","Derelict Vehicle - Private Property","","Vehicles","13","Derelict vehicle on private property","2009-04-06 00:00:00.0","5900 ARSENAL ","B","Derelict-Privt Ppty","","22438","880773.00000000","1009802.00000000","CLOSED","NST,","24"
"","St. Louis","","2009-03-12 00:00:00.0","2009-03-12 11:05:14.0","2009-03-06 10:03:30.0","Land Reutilization Authority","","LRA","55","Board up LRA property","2009-04-17 00:00:00.0","4722 ST LOUIS AV","B","LRA Board up","","22525","891812.00000000","1032054.00000000","CLOSED","LRA,","04"
"","St. Louis","","2009-04-10 00:00:00.0","2009-04-10 08:46:21.0","2009-03-06 12:18:35.0","Derelict Vehicle - Private Property","","Vehicles","19","Derelict vehicle on private property","2009-04-06 00:00:00.0","3450 TEXAS AV","B","Derelict-Privt Ppty","","22616","898337.00000000","1004515.00000000","CLOSED","NST,","09"
"","St. Louis","","2009-09-01 00:00:00.0","2009-09-01 15:21:18.0","2009-03-09 10:56:35.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","13","Inspect city tree","2009-03-27 00:00:00.0","5445 REBER PL","B","Inspect City Tree","63139","22949","882944.00000000","1010704.00000000","CLOSED","FORESTRY,","10"
"","St. Louis","","2009-09-01 00:00:00.0","2009-09-01 15:21:18.0","2009-03-09 10:56:35.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","13","Inspect city tree","2009-03-27 00:00:00.0","5445 REBER PL","B","Inspect City Tree","63139","22949","882944.00000000","1010704.00000000","CLOSED","FORESTRY,","10"
"","","","2009-03-23 00:00:00.0","2009-12-14 14:36:16.0","2009-03-09 11:19:27.0","Inspect Private Tree","Trees on private property are the property owner's responsibility to maintain. However, Forestry can inspect potentially hazardous trees. ","Trees","72","Inspect private tree - possibly hazardous","2009-03-27 00:00:00.0","5038 DAVISON","B","Inspect Private Tree","","22965","891496.00000000","1041646.00000000","CLOSED","FORESTRY,","27"
"","","","2009-04-06 00:00:00.0","2009-09-01 15:21:58.0","2009-03-10 13:25:11.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","08","Inspect city tree","2009-03-30 00:00:00.0","5006 JAMIESON","B","Inspect City Tree","","23455","875170.00000000","1002548.00000000","CLOSED","FORESTRY,","16"
"","","","2009-03-16 00:00:00.0","2009-03-17 14:57:11.0","2009-03-10 16:48:44.0","Containr damaged","If you have a roll-out container, please leave it in the street until a Refuse maintenance crew comes to make repairs.","Graffiti","13","Container is damaged/has graffiti","2009-03-19 00:00:00.0","5337 MAGNOLIA","B","Containr damaged","","23530","884052.00000000","1011059.00000000","CLOSED","REFUSE,","10"
"","","","2009-03-11 00:00:00.0","2009-03-11 15:18:06.0","2009-03-11 15:18:06.0","Public Nuisance Report","","Nuisance Complaint","56","","","4524 COTTAGE","B","Public Nuisance Rpt","","23766","892821.00000000","1030244.00000000","CLOSED","NST,","04"
"","St. Louis","","2022-03-05 18:18:37.12","2022-03-05 18:18:37.12","2009-03-12 13:44:48.0","Enforce Ordinace","","Animals","06","Pet owner is not complying with animal laws","2009-03-23 00:00:00.0","7323 HAMPSHIRE DR","B","Enforce Ordinace","63109","24070","878955.00000000","995215.00000000","CLOSED","ANIMAL CARE,","12"
"","","","2009-03-26 00:00:00.0","2009-12-14 14:34:44.0","2009-03-12 15:16:48.0","Debris-Vacant Lot","","Trash/Debris","66","Debris on a vacant lot","2009-04-01 00:00:00.0","4436 N 20TH ST","B","Debris-Vacant Lot","","24127","903623.15600000","1032816.49200000","CLOSED","FORESTRY,","03"
"","","","2009-06-12 00:00:00.0","2009-06-12 08:56:16.0","2009-03-12 16:57:54.0","Inspect Private Tree","Trees on private property are the property owner's responsibility to maintain. However, Forestry can inspect potentially hazardous trees. ","Trees","15","Inspect private tree - possibly hazardous","2009-04-01 00:00:00.0","4446 BECK","B","Inspect Private Tree","","24173","886502.00000000","1004445.00000000","CLOSED","FORESTRY,","14"
"","St. Louis","","2009-04-01 00:00:00.0","2009-04-01 08:41:25.0","2009-03-13 10:47:40.0","Debris-Vacant Bldg","","Trash/Debris","57","Debris around a vacant building","2009-04-02 00:00:00.0","4409 DR MARTIN LUTHER KING DR","B","Debris-Vacant Bldg","63113","24277","892770.00000000","1028246.00000000","CLOSED","FORESTRY,","04"
"","","2009-03-18 08:53:36.0","","","2009-03-13 12:37:15.0","Derelict Vehicle - Private Property","","Vehicles","31","Derelict vehicle on private property","2009-04-13 00:00:00.0","1601-45 S. JEFFERSON","B","Derelict-Privt Ppty","","24360","899711.00000000","1013310.00000000","CANCEL","NST,","06"
"","St. Louis","","2009-03-31 00:00:00.0","2009-12-14 14:37:14.0","2009-03-17 15:35:16.0","Inspect Private Tree","Trees on private property are the property owner's responsibility to maintain. However, Forestry can inspect potentially hazardous trees. ","Trees","72","Inspect private tree - possibly hazardous","2009-04-06 00:00:00.0","5268 DAVISON AVE","B","Inspect Private Tree","63120","25216","892434.00000000","1042302.00000000","CLOSED","FORESTRY,","27"
"WEB","","","2009-03-24 00:00:00.0","2009-03-24 07:38:50.0","2009-03-18 08:23:34.0","Enforce Ordinace","","Animals","54","Pet owner is not complying with animal laws","2009-03-27 00:00:00.0","4516 EVANS","B","Enforce Ordinace","","25301","891671.00000000","1028053.00000000","CLOSED","ANIMAL CARE,","18"
"","St. Louis","","2022-03-05 18:19:17.713","2022-03-05 18:19:17.713","2009-03-18 09:09:58.0","IF >5, NOTIFY ACC BY PHONE","test3","Animals","77","Stray animal in the area.","2009-03-27 00:00:00.0","3656 FINNEY AVE","B","Stray Animal","63113","25337","897116.00000000","1023611.00000000","CLOSED","ANIMAL CARE,","19"
"DEPT_REF","St. Louis","","2009-03-31 00:00:00.0","2009-03-31 13:09:25.0","2009-03-18 11:23:22.0","Debris-Vacant Bldg","","Trash/Debris","19","Debris around a vacant building","2009-04-07 00:00:00.0","3534-3536 OREGON AVE","B","Debris-Vacant Bldg","63118","25426","896965.00000000","1004167.00000000","CLOSED","FORESTRY,","20"
"","","","2009-09-02 00:00:00.0","2009-09-02 07:19:45.0","2009-03-18 12:01:42.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","17","Inspect city tree","2009-04-07 00:00:00.0","5117 PENNSYLVANIA","B","Inspect City Tree","","25469","894413.00000000","995118.00000000","CLOSED","FORESTRY,","11"
"","","","2009-09-02 00:00:00.0","2009-09-02 07:19:45.0","2009-03-18 12:01:42.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","17","Inspect city tree","2009-04-07 00:00:00.0","5117 PENNSYLVANIA","B","Inspect City Tree","","25469","894413.00000000","995118.00000000","CLOSED","FORESTRY,","11"
"","","","2009-09-02 00:00:00.0","2009-09-02 07:19:45.0","2009-03-18 12:01:42.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","17","Inspect city tree","2009-04-07 00:00:00.0","5117 PENNSYLVANIA","B","Inspect City Tree","","25469","894413.00000000","995118.00000000","CLOSED","FORESTRY,","11"
"","","","2022-03-05 18:20:04.467","2022-03-05 18:20:04.467","2009-03-20 08:37:20.0","Animal(s) Surrender","","Animals","67","Citizen wishes to surrender animal","2009-03-31 00:00:00.0","4014 GROVE","B","Animal(s) Surrender","","25736","902512.00000000","1030205.00000000","CLOSED","ANIMAL CARE,","03"
"","","","2009-03-30 00:00:00.0","2009-03-30 08:31:00.0","2009-03-20 11:31:59.0","Debris-Vacant Lot","","Trash/Debris","67","Debris on a vacant lot","2009-03-31 00:00:00.0","4163 PLEASANT ST","B","Debris-Vacant Lot","63107","25969","902647.56900000","1031393.12600000","CLOSED","FORESTRY,","03"
"","","","2009-05-04 00:00:00.0","2009-05-04 15:29:56.0","2009-03-20 16:33:52.0","Derelict Vehicle - Right of Way","","Vehicles","73","Derelict vehicle in the street","2009-04-09 00:00:00.0","1514 GRAPE","B","Derelict-Rt of Way","","26131","893844.00000000","1049994.00000000","CLOSED","NST,","02"
"","","","2009-06-12 00:00:00.0","2009-06-12 09:04:27.0","2009-03-24 08:26:20.0","Inspect Private Tree","Trees on private property are the property owner's responsibility to maintain. However, Forestry can inspect potentially hazardous trees. ","Trees","25","Inspect private tree - possibly hazardous","2009-04-13 00:00:00.0","2609 LOUISIANA","B","Inspect Private Tree","","26607","895369.00000000","1010036.00000000","CLOSED","FORESTRY,","06"
"","","","2009-03-27 00:00:00.0","2009-03-27 15:25:38.0","2009-03-24 10:23:57.0","Property Maintenance Code - Exterior","","Prpty Insp Comml","22","Inspect for exterior building code violations","2009-04-13 00:00:00.0","2865 LEMP","B","Ppty Maint Code-Ext","","26728","900940.00000000","1007248.00000000","CLOSED","BUILDING DIV,","09"
"","","","2009-04-16 00:00:00.0","2009-04-16 08:22:09.0","2009-03-24 11:58:20.0","Debris-Vacant Lot","","Trash/Debris","71","Debris on a vacant lot","2009-04-02 00:00:00.0","5426 N EUCLID AVE","B","Debris-Vacant Lot","63115","26798","895505.78100000","1039497.52900000","CLOSED","FORESTRY,","01"
