"CALLERTYPE","CITY","DATECANCELLED","DATEINVTDONE","DATETIMECLOSED","DATETIMEINIT","DESCRIPTION","EXPLANATION","GROUP","NEIGHBORHOOD","PLAIN_ENGLISH_NAME_FOR_PROBLEMCODE","PRJCOMPLETEDATE","PROBADDRESS","PROBADDTYPE","PROBLEMCODE","PROBZIP","REQUESTID","SRX","SRY","STATUS","SUBMITTO","WARD"
"","St. Louis","","2012-01-25 09:14:49.0","2012-01-25 09:15:13.0","2012-01-19 11:34:10.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","06","Inspect city tree","2012-02-08 00:00:00.0","5445 RHODES AVE","B","Inspect City Tree","","348703","880992.00000000","999588.00000000","CLOSED","FORESTRY,","12"
"","St. Louis","","2012-01-19 16:59:18.0","2012-01-19 16:59:38.0","2012-01-19 16:59:15.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","22","Inspect city tree","2012-02-08 00:00:00.0","1910 SENATE","B","Inspect City Tree","","348886","901285.00000000","1008212.00000000","CLOSED","FORESTRY,","09"
"WEB","St. Louis","","2012-01-26 15:32:40.0","2012-01-26 15:32:40.0","2012-01-19 18:19:16.0","Remove cntnr","Request to have trash, yard waster, or recycling containers removed.","Trash/Debris","01","Request container be removed","2012-01-25 00:00:00.0","6204 MICHIGAN AV","B","Remove cntnr","63111","348922","891960.00000000","992530.00000000","CLOSED","REFUSE,","11"
"","","","2012-01-26 15:20:33.0","2012-01-26 15:20:35.0","2012-01-20 08:55:33.0","Property Maintenance Code - Exterior","","Prpty Insp Comml","27","Inspect for exterior building code violations","2012-02-09 00:00:00.0","3971A BOTANICAL AV","B","Ppty Maint Code-Ext","","348969","892013.00000000","1010945.00000000","CLOSED","BUILDING DIV,","08"
"","","","2012-02-10 11:28:36.0","2012-02-10 11:29:29.0","2012-01-20 09:00:35.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","06","Inspect city tree","2012-02-09 00:00:00.0","5448 MILENTZ","B","Inspect City Tree","","348971","880970.00000000","999732.00000000","CLOSED","FORESTRY,","12"
"","","","2012-01-26 15:16:39.0","2012-01-26 15:16:41.0","2012-01-20 10:06:17.0","Vacant Building, Unsecured","","Prpty Insp Exterior","29","Vacant building needs to be boarded up","2012-02-09 00:00:00.0","3867 LAFAYETTE","B","Vacnt Bldg Unsecured","","349024","893148.00000000","1013934.00000000","CLOSED","BUILDING DIV,","19"
"WEB","","","2012-01-26 15:16:39.0","2012-01-26 15:16:41.0","2012-01-20 10:06:17.0","Vacant Building, Unsecured","","Prpty Insp Exterior","29","Vacant building needs to be boarded up","2012-02-09 00:00:00.0","3867 LAFAYETTE","B","Vacnt Bldg Unsecured","","349024","893148.00000000","1013934.00000000","CLOSED","BUILDING DIV,","19"
"WEB","St. Louis","2014-02-04 10:50:45.0","2012-02-21 11:56:20.0","","2012-01-20 12:11:52.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","21","Inspect city tree","2012-02-09 00:00:00.0","925 -927  GEYER AV","B","Inspect City Tree","63104","349113","904392.00000000","1010701.00000000","CANCEL","FORESTRY,","07"
"","St. Louis","","2012-01-23 10:46:33.0","2012-02-15 08:33:45.0","2012-01-20 14:51:50.0","Debris-Vacant Bldg","","Trash/Debris","78","Debris around a vacant building","2012-02-09 00:00:00.0","1427 HAMILTON AVE","B","Debris-Vacant Bldg","","349200","881879.00000000","1033577.00000000","CLOSED","FORESTRY,","22"
"","","","2012-01-30 16:22:01.0","2012-01-30 16:22:03.0","2012-01-20 15:08:08.0","Property Maintenance Code - Exterior","","Prpty Insp Comml","59","Inspect for exterior building code violations","2012-02-09 00:00:00.0","2938 UNIVERSITY","B","Ppty Maint Code-Ext","","349222","900632.00000000","1027345.00000000","CLOSED","BUILDING DIV,","03"
"","","","2012-01-27 10:22:17.0","2012-01-27 10:22:17.0","2012-01-20 16:02:04.0","Not enough cntnrs","Request for additional trash, yard waster, or recycling containers","Trash/Debris","74","Request for additional containers","2012-01-25 00:00:00.0","1000 THEOBALD ST","B","Not enough cntnrs","","349261","896141.00000000","1049945.00000000","CLOSED","REFUSE,","02"
"","","","2013-06-28 11:02:31.707","2013-06-28 11:02:31.707","2012-01-23 08:40:51.0","Caller Name/# required","","Animals","14","Report stray cat(s)","2012-02-01 00:00:00.0","5404 MARDEL AVE","B","Stray Cat","","349367","882138.00000000","1005123.00000000","CLOSED","METRO ANIMAL,","23"
"","St. Louis","","2013-06-28 11:04:07.383","2013-06-28 11:04:07.383","2012-01-23 09:42:52.0","Caller Name/# required","","Animals","31","Report stray cat(s)","2012-02-01 00:00:00.0","LAFAYETTE AVE & S COMPTON AVE","B","Stray Cat","","349396","896660.00000000","1013323.00000000","CLOSED","METRO ANIMAL,","19"
"","St. Louis","","2012-02-21 11:44:06.0","2012-02-21 11:44:10.0","2012-01-23 10:21:22.0","Vacant Building, Unsecured","","Prpty Insp Exterior","76","Vacant building needs to be boarded up","2012-02-10 00:00:00.0","6053 GARESCHE AVE","B","Vacnt Bldg Unsecured","","349419","889549.00000000","1045300.00000000","CLOSED","BUILDING DIV,","27"
"","St. Louis","","2012-01-23 11:00:12.0","2012-01-23 11:00:28.0","2012-01-23 11:00:09.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","06","Inspect city tree","2012-02-10 00:00:00.0","5400 ROSA BLK","B","Inspect City Tree","","349447","881516.00000000","1000302.00000000","CLOSED","FORESTRY,","16"
"","St. Louis","","2012-02-10 11:37:25.0","2012-02-10 11:38:10.0","2012-01-23 14:40:36.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","22","Inspect city tree","2012-02-10 00:00:00.0","2700 S JEFFERSON AVE","B","Inspect City Tree","","349531","899449.00000000","1008831.00000000","CLOSED","FORESTRY,","09"
"","","","2012-01-30 16:25:11.0","2012-01-30 16:25:13.0","2012-01-23 16:12:45.0","Property Maintenance Code - Exterior","","Prpty Insp Comml","38","Inspect for exterior building code violations","2012-02-10 00:00:00.0","411 N NEWSTEAD AVE","B","Ppty Maint Code-Ext","","349563","890652.00000000","1023953.00000000","CLOSED","BUILDING DIV,","28"
"","St. Louis","","2013-06-28 11:04:19.053","2013-06-28 11:04:19.053","2012-01-24 09:21:49.0","Caller Name/# required","","Animals","74","Report stray cat(s)","2012-02-02 00:00:00.0","1240 SELLS AVE","B","Stray Cat","","349671","895341.00000000","1049094.00000000","CLOSED","METRO ANIMAL,","02"
"","","","2012-02-10 12:11:50.0","2012-02-10 12:12:02.0","2012-01-24 09:41:22.0","City Tree Limb Down","","Trees","21","Limb from a city tree has fallen","2012-01-31 00:00:00.0","1026 GEYER","B","City Tree Limb Down","","349712","903943.00000000","1010655.00000000","CLOSED","FORESTRY,","07"
"","","","2012-01-25 00:00:00.0","2012-01-25 22:46:04.0","2012-01-24 10:43:50.0","Light(s) Out","","Street Lights","38","Street light(s) out","2012-01-27 00:00:00.0","101 N EUCLID AVE","B","Light(s) Out","","349782","888188.00000000","1022639.00000000","CLOSED","TRAFFIC DIVISION, 511","17"
"","St. Louis","","2012-01-24 11:07:46.0","2012-01-24 11:08:01.0","2012-01-24 11:07:45.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","07","Inspect city tree","2012-02-13 00:00:00.0","5731 WINONA","B","Inspect City Tree","","349807","880092.00000000","1004597.00000000","CLOSED","FORESTRY,","16"
"","St. Louis","","2012-01-24 11:11:32.0","2012-01-24 11:11:54.0","2012-01-24 11:11:29.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","07","Inspect city tree","2012-02-13 00:00:00.0","5733 SUTHERLAND","B","Inspect City Tree","","349813","879951.00000000","1003947.00000000","CLOSED","FORESTRY,","16"
"","St. Louis","","2012-01-24 13:02:27.0","2012-01-24 13:02:38.0","2012-01-24 13:02:26.0","Stump Removal","","Trees","38","Request for removal of city tree stump","2012-02-13 00:00:00.0","5000 - 5200 DELMAR","B","Stump Removal","","349893","887607.00000000","1026070.00000000","CLOSED","FORESTRY,","28"
"","St. Louis","","2012-01-24 13:06:25.0","2012-01-24 13:06:41.0","2012-01-24 13:06:23.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","06","Inspect city tree","2012-02-13 00:00:00.0","5712 HOLLY HILLS AV","B","Inspect City Tree","","349898","879564.00000000","999223.00000000","CLOSED","FORESTRY,","12"
"","","","2012-02-10 11:30:28.0","2012-02-10 11:30:28.0","2012-01-24 13:21:22.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","04","Inspect city tree","2012-02-13 00:00:00.0","6453-55 WANDA AVE","B","Inspect City Tree","","349914","883815.00000000","996399.00000000","CLOSED","FORESTRY,","12"
"","","","2012-05-15 13:48:24.0","2012-05-15 13:48:24.0","2012-01-24 16:15:10.0","Short Term Initiativ","","NSO Initiatives","39","","2012-10-11 00:00:00.0","4379 GIBSON","B","Short Term Initiativ","","350017","889631.00000000","1017964.00000000","CLOSED","NST,","17"
"","St. Louis","","2014-06-20 10:46:04.933","2014-06-20 10:46:04.933","2012-01-24 16:16:38.0","Vehicle-Rt of Way","","Vehicles","38","Vehicle (operable) illegally parked in right of way","2012-02-13 00:00:00.0","4537 WEST PINE BLVD","B","Vehicle-Rt of Way","","350018","896583.00000000","1007099.00000000","CLOSED","TREAS PRKG SVC,","17"
"","","","2012-02-24 13:33:23.0","2013-05-06 11:52:12.0","2012-01-25 08:29:39.0","Derelict Vehicle - Private Property","","Vehicles","51","Derelict vehicle on private property","2012-02-24 00:00:00.0","5228 ENRIGHT","B","Derelict-Privt Ppty","","350077","885433.00000000","1026816.00000000","CLOSED","NST,","26"
"","","","2012-02-24 13:34:14.0","2013-05-06 11:52:12.0","2012-01-25 09:01:03.0","Derelict Vehicle - Private Property","","Vehicles","51","Derelict vehicle on private property","2012-02-24 00:00:00.0","5238 KENSINGTON","B","Derelict-Privt Ppty","","350097","885365.00000000","1027223.00000000","CLOSED","NST,","26"
"","","","2012-01-26 00:00:00.0","2012-01-26 21:11:59.0","2012-01-25 09:12:02.0","NEW only - not replacements","Select this option if there has never been a traffic sign in this location.","Street Sign/Painting","12","Request for a new traffic sign","2012-02-03 00:00:00.0","5334 BISCHOFF","B","New Sign Requested","","350105","884013.00000000","1012721.00000000","CLOSED","TRAFFIC DIVISION, 511","10"
"WEB","St. Louis","","2016-11-21 08:49:23.0","2013-06-28 11:04:30.083","2012-01-25 11:08:48.0","Caller Name/# required","","Animals","02","Report stray cat(s)","2012-02-03 00:00:00.0","420 HURCK ST","B","Stray Cat","63111","350209","886760.00000000","987222.00000000","CLOSED","METRO ANIMAL,","11"
"","St. Louis","","2012-01-25 11:45:09.0","2012-02-21 13:01:25.0","2012-01-25 11:44:42.0","Inspect City Tree","The city maintains trees located in parks, medians, and in the ""tree lawn"" area located between the sidewalk and curb in front of properties. Request that a tree be inspected for health, trimming, or removal, as necessary, by a certified arborist.","Trees","18","Inspect city tree","2012-02-14 00:00:00.0","4016 MISSOURI","B","Inspect City Tree","","350226","898765.00000000","1000764.00000000","CLOSED","FORESTRY,","20"
"","","","2013-06-28 11:04:41.237","2013-06-28 11:04:41.237","2012-01-25 17:35:41.0","Caller Name/# required","","Animals","66","Report stray cat(s)","2012-02-03 00:00:00.0","1926 WARNE","B","Stray Cat","","350335","901771.00000000","1035310.00000000","CLOSED","METRO ANIMAL,","21"
"","","","2013-06-28 11:04:52.813","2013-06-28 11:04:52.813","2012-01-26 09:46:25.0","Caller Name/# required","","Animals","74","Report stray cat(s)","2012-02-06 00:00:00.0","1265 MCLARAN AVE","B","Stray Cat","","350420","895287.00000000","1049750.00000000","CLOSED","METRO ANIMAL,","02"
"","","","2012-01-26 00:00:00.0","2012-01-27 06:55:09.0","2012-01-26 12:43:56.0","Light(s) Out","","Street Lights","13","Street light(s) out","2012-02-02 00:00:00.0","5415 ARSENAL","B","Light(s) Out","","350511","883080.00000000","1009727.00000000","CLOSED","TRAFFIC DIVISION, 511","10"
"","","","2012-01-27 00:00:00.0","2012-01-27 21:53:18.0","2012-01-26 14:59:16.0","Sign needs attention","Select this option for non-critical signs (street cleaning, no parking, etc.)","Street Sign/Painting","65","Traffic sign needs repair","2012-01-31 00:00:00.0","3438 BLAIR","B","Sign needs attention","","350591","906164.00000000","1028966.00000000","CLOSED","TRAFFIC DIVISION, 511","03"
"WEB","St. Louis","","2013-06-28 11:05:06.01","2013-06-28 11:05:06.01","2012-01-27 07:24:14.0","Caller Name/# required","","Animals","03","Report stray cat(s)","2012-02-07 00:00:00.0","5506 GRACE AV","B","Stray Cat","63116","350690","890451.00000000","996481.00000000","CLOSED","METRO ANIMAL,","13"
"","","","","2014-04-07 14:51:16.573","2012-01-27 08:55:15.0","Fire Department/EMS","","Miscellaneous","35","Misc request to Fire/EMS","2012-02-16 00:00:00.0","701 CONVENTION PLZ","B","Misc-Fire/EMS Dept","","350723","908567.00000000","1019536.00000000","CLOSED","FIRE DEPT,","07"
"","St. Louis","","2013-06-28 11:06:42.797","2013-06-28 11:06:42.797","2012-01-27 09:41:45.0","Caller Name/# required","","Animals","52","Report stray cat(s)","2012-02-07 00:00:00.0","5030 MAFFITT AVE","B","Stray Cat","63113","350754","889286.00000000","1032930.00000000","CLOSED","METRO ANIMAL,","01"
"","","","2013-06-28 11:06:55.247","2013-06-28 11:06:55.247","2012-01-27 09:47:06.0","Caller Name/# required","","Animals","27","Report stray cat(s)","2012-02-07 00:00:00.0","4179 SHENANDOAH","B","Stray Cat","","350757","890434.00000000","1011452.00000000","CLOSED","METRO ANIMAL,","08"
"","","","2012-02-27 08:38:17.0","2012-02-27 08:38:17.0","2012-01-27 10:14:29.0","Short Term Initiativ","","NSO Initiatives","43","","2012-10-16 00:00:00.0","1512 CENTRAL ","B","Short Term Initiativ","","350788","876136.00000000","1016340.00000000","CLOSED","NST,","24"
"","","2012-01-27 10:44:03.0","2012-01-27 10:29:51.0","","2012-01-27 10:29:51.0","Litter Warning","","NSO Initiatives","25","Warning to owner to keep property clear of litter","2012-01-27 00:00:00.0","3134 S COMPTON","B","Litter Warning","","350826","895852.00000000","1007665.00000000","CANCEL","NST,","06"
"","","2012-01-30 07:53:30.0","","2013-09-12 16:03:47.557","2012-01-27 15:59:27.0","Debris-Vacant Bldg","","Trash/Debris","68","Debris around a vacant building","2012-02-16 00:00:00.0","4009 W FLORISSANT","B","Debris-Vacant Bldg","","351139","900616.00000000","1034273.00000000","CANCEL","FORESTRY,","21"
